,,0
exist,MPSP [$/gal],1.6155876481450313
exist,Product GWP disp [kg CO2/gal],-12.694390325385463
exist,Product GWP econ [kg CO2/gal],0.9906703788211121
exist,MPSP_no WWT [$/gal],1.5120582809723113
exist,Total CAPEX [MM$],163.56646484336002
exist,WWT CAPEX [MM$],0.0
exist,WWT CAPEX frac,0.0
exist,Annual net electricity [MWh/yr],-688085.1338252473
exist,Annual electricity consumption [MWh/yr],43015.87904315946
exist,WWT annual electricity consumption [MWh/yr],0.0
exist,WWT annual electricity consumption frac,0.0
exist,WWT produced energy [MWh/yr],0.0
exist,WWT ECR,0.0
exist,Clear cache,
new,MPSP [$/gal],1.6392340673168442
new,Product GWP disp [kg CO2/gal],-13.394600325345278
new,Product GWP econ [kg CO2/gal],0.9952442266641117
new,MPSP_RIN [$/gal],1.6126900046481965
new,Product GWP disp_RIN [kg CO2/gal],-13.286626677056168
new,Product GWP econ_RIN [kg CO2/gal],0.9871355453141182
new,MPSP_no WWT [$/gal],1.5070588607784694
new,Product GWP disp_no WWT [kg CO2/gal],-13.191218300185987
new,Product GWP econ_no WWT [kg CO2/gal],0.9421319800024041
new,CO2 cost net [$/tonne CO2],245.8383419403758
new,CO2 cost total [$/tonne CO2],839.9966493410345
new,Product yield [gal/yr],18967134.7465137
new,Net GWP [kg CO2/yr],-254057189.2465201
new,Total GWP [kg CO2/yr],64794285.66405654
new,Product ratio,0.29133636028801324
new,Electricity ratio,0.41924933686826255
new,Net GWP_RIN [kg CO2/yr],-252009238.5103479
new,Total GWP_RIN [kg CO2/yr],65393650.927895516
new,Product ratio_RIN,0.2863142313569661
new,Electricity ratio_RIN,0.4113922418562227
new,RNG yield_RIN [kg/yr],1187227.7205498305
new,RNG ratio_RIN,0.01318672312291779
new,RNG CF econ_RIN [kg CO2/kg],0.7263374615137285
new,Total GWP_no WWT [kg CO2/yr],64777648.776409924
new,Product ratio_no WWT,0.27585972246978036
new,Electricity ratio_no WWT,0.42606610205455675
new,WW price [¢/kg],0.2570805683726368
new,WW GWP disp [g CO2/kg],-3.9557771834877515
new,WW GWP econ [g CO2/kg],1.0330323603750327
new,COD price [$/tonne],465.1107181006476
new,COD GWP disp [kg CO2/tonne],-715.680060186913
new,COD GWP econ [kg CO2/tonne],186.89643717404323
new,COD in [mg/L],5448.37141229089
new,COD out [mg/L],3.7294658321643936
new,COD removal,0.9993154897950328
new,COD annual load [tonne/yr],5390.082092279663
new,Total CAPEX [MM$],173.35198998870695
new,WWT CAPEX [MM$],9.76550149632873
new,WWT CAPEX frac,0.056333368292829554
new,Annual net electricity [MWh/yr],-685358.4835529
new,Annual electricity consumption [MWh/yr],45964.6643193967
new,WWT annual electricity consumption [MWh/yr],2941.198169644301
new,WWT annual electricity consumption frac,0.06398824430015776
new,WWT produced energy [MWh/yr],16161.987637460723
new,WWT ECR,0.18198245386768558
new,Clear cache,
